300,13,c,d,e,f,g,h,i,j,k,l,m,n
0.019140872,0.01921573,0.037363324,0.037274033,1,1,544.6736172,528.7226554,515.0626159,507.8449084,5329.230048,529.207841,29.73333333,0.019515185
0.019515185,0.019589169,0.037499171,0.037413611,1,1,544.6736172,528.7226554,515.0626159,507.8449084,5329.230048,529.207841,30,0.019890851
0.019890851,0.019963997,0.037633828,0.037551687,1,1,544.6736172,528.7226554,515.0626159,507.8449084,5329.230048,529.207841,30.26666667,0.020267858
0.020267858,0.020340198,0.037767302,0.037688278,1,1,544.6736172,528.7226554,515.0626159,507.8449084,5329.230048,529.207841,30.53333333,0.020646193
0.020646193,0.020717758,0.037899563,0.037823431,1,1,544.6736172,528.7226554,515.0626159,507.8449084,5329.230048,529.207841,30.8,0.021025845
0.021025845,0.021096662,0.038030627,0.037957154,1,1,544.6736172,528.7226554,515.0626159,507.8449084,5329.230048,529.207841,31.06666667,0.021406802
0.021406802,0.021476896,0.038160535,0.038089472,1,1,544.6736172,528.7226554,515.0626159,507.8449084,5329.230048,529.207841,31.33333333,0.021789052
0.021789052,0.021858446,0.038289253,0.038220402,1,1,544.6736172,528.7226554,515.0626159,507.8449084,5329.230048,529.207841,31.6,0.022172583
0.022172583,0.022241299,0.038416782,0.038349972,1,1,544.6736172,528.7226554,515.0626159,507.8449084,5329.230048,529.207841,31.86666667,0.022557384
0.022557384,0.022625441,0.038543155,0.038478192,1,1,544.6736172,528.7226554,515.0626159,507.8449084,5329.230048,529.207841,32.13333333,0.022943442
0.022943442,0.023010859,0.038668373,0.038605081,1,1,544.6736172,528.7226554,515.0626159,507.8449084,5329.230048,529.207841,32.4,0.023330747
0.023330747,0.023397539,0.038792423,0.03873067,1,1,544.6736172,528.7226554,515.0626159,507.8449084,5329.230048,529.207841,32.66666667,0.023719287
0.023719287,0.023785468,0.038915327,0.038854964,1,1,544.6736172,528.7226554,515.0626159,507.8449084,5329.230048,529.207841,32.93333333,0.02410905
0.02410905,0.024174634,0.039037098,0.038977982,1,1,544.6736172,528.7226554,515.0626159,507.8449084,5329.230048,529.207841,33.2,0.024500025
0.024500025,0.024565023,0.039157728,0.039099746,1,1,544.6736172,528.7226554,515.0626159,507.8449084,5329.230048,529.207841,33.46666667,0.024892201
0.024892201,0.024956624,0.039277225,0.039220265,1,1,544.6736172,528.7226554,515.0626159,507.8449084,5329.230048,529.207841,33.73333333,0.025285566
0.025285566,0.025349425,0.039395614,0.039339562,1,1,544.6736172,528.7226554,515.0626159,507.8449084,5329.230048,529.207841,34,0.025680109
0.025680109,0.025743412,0.039512889,0.039457646,1,1,544.6736172,528.7226554,515.0626159,507.8449084,5329.230048,529.207841,34.26666667,0.02607582
0.02607582,0.026138574,0.039629055,0.039574539,1,1,544.6736172,528.7226554,515.0626159,507.8449084,5329.230048,529.207841,34.53333333,0.026472687
0.026472687,0.026534898,0.039744127,0.039690247,1,1,544.6736172,528.7226554,515.0626159,507.8449084,5329.230048,529.207841,34.8,0.026870699
0.026870699,0.026932375,0.039858112,0.039804784,1,1,544.6736172,528.7226554,515.0626159,507.8449084,5329.230048,529.207841,35.06666667,0.027269845
0.027269845,0.02733099,0.03997102,0.03991818,1,1,544.6736172,528.7226554,515.0626159,507.8449084,5329.230048,529.207841,35.33333333,0.027670116
0.027670116,0.027730734,0.040082857,0.040030436,1,1,544.6736172,528.7226554,515.0626159,507.8449084,5329.230048,529.207841,35.6,0.028071499
0.028071499,0.028131595,0.040193626,0.040141553,1,1,544.6736172,528.7226554,515.0626159,507.8449084,5329.230048,529.207841,35.86666667,0.028473985
0.028473985,0.028533562,0.040303344,0.040251567,1,1,544.6736172,528.7226554,515.0626159,507.8449084,5329.230048,529.207841,36.13333333,0.028877562
0.028877562,0.028936623,0.040412017,0.040360488,1,1,544.6736172,528.7226554,515.0626159,507.8449084,5329.230048,529.207841,36.4,0.029282221
0.029282221,0.029340768,0.040519653,0.040468315,1,1,544.6736172,528.7226554,515.0626159,507.8449084,5329.230048,529.207841,36.66666667,0.029687952
0.029687952,0.029745986,0.040626261,0.040575062,1,1,544.6736172,528.7226554,515.0626159,507.8449084,5329.230048,529.207841,36.93333333,0.030094743
0.030094743,0.030152266,0.040731848,0.040680751,1,1,544.6736172,528.7226554,515.0626159,507.8449084,5329.230048,529.207841,37.2,0.030502585
0.030502585,0.030559597,0.040836421,0.040785388,1,1,544.6736172,528.7226554,515.0626159,507.8449084,5329.230048,529.207841,37.46666667,0.030911468
0.030911468,0.03096797,0.040939994,0.040888988,1,1,544.6736172,528.7226554,515.0626159,507.8449084,5329.230048,529.207841,37.73333333,0.031321382
0.031321382,0.031377374,0.041042575,0.040991563,1,1,544.6736172,528.7226554,515.0626159,507.8449084,5329.230048,529.207841,38,0.031732317
0.031732317,0.031787798,0.041144166,0.041093112,1,1,544.6736172,528.7226554,515.0626159,507.8449084,5329.230048,529.207841,38.26666667,0.032144262
0.032144262,0.032199232,0.041244781,0.041193655,1,1,544.6736172,528.7226554,515.0626159,507.8449084,5329.230048,529.207841,38.53333333,0.032557209
0.032557209,0.032611668,0.041344428,0.041293213,1,1,544.6736172,528.7226554,515.0626159,507.8449084,5329.230048,529.207841,38.8,0.032971147
0.032971147,0.033025093,0.041443115,0.041391792,1,1,544.6736172,528.7226554,515.0626159,507.8449084,5329.230048,529.207841,39.06666667,0.033386068
0.033386068,0.0334395,0.041540851,0.041489381,1,1,544.6736172,528.7226554,515.0626159,507.8449084,5329.230048,529.207841,39.33333333,0.033801961
0.033801961,0.033854878,0.041637643,0.041586006,1,1,544.6736172,528.7226554,515.0626159,507.8449084,5329.230048,529.207841,39.6,0.034218818
0.034218818,0.034271217,0.0417335,0.041681694,1,1,544.6736172,528.7226554,515.0626159,507.8449084,5329.230048,529.207841,39.86666667,0.034636628
0.034636628,0.034688509,0.041828433,0.041776441,1,1,544.6736172,528.7226554,515.0626159,507.8449084,5329.230048,529.207841,40.13333333,0.035055383
0.035055383,0.035106743,0.041922446,0.041870235,1,1,544.6736172,528.7226554,515.0626159,507.8449084,5329.230048,529.207841,40.4,0.035475074
0.035475074,0.03552591,0.042015551,0.041963109,1,1,544.6736172,528.7226554,515.0626159,507.8449084,5329.230048,529.207841,40.66666667,0.035895691
0.035895691,0.035946002,0.042107756,0.042055084,1,1,544.6736172,528.7226554,515.0626159,507.8449084,5329.230048,529.207841,40.93333333,0.036317226
0.036317226,0.036367009,0.042199069,0.042146152,1,1,544.6736172,528.7226554,515.0626159,507.8449084,5329.230048,529.207841,41.2,0.03673967
0.03673967,0.036788922,0.042289493,0.042236306,1,1,544.6736172,528.7226554,515.0626159,507.8449084,5329.230048,529.207841,41.46666667,0.037163013
0.037163013,0.037211732,0.042379041,0.042325573,1,1,544.6736172,528.7226554,515.0626159,507.8449084,5329.230048,529.207841,41.73333333,0.037587248
0.037587248,0.037635431,0.042467724,0.042413977,1,1,544.6736172,528.7226554,515.0626159,507.8449084,5329.230048,529.207841,42,0.038012365
0.038012365,0.038060009,0.042555551,0.042501526,1,1,544.6736172,528.7226554,515.0626159,507.8449084,5329.230048,529.207841,42.26666667,0.038438356
0.038438356,0.038485458,0.042642526,0.042588216,1,1,544.6736172,528.7226554,515.0626159,507.8449084,5329.230048,529.207841,42.53333333,0.038865213
0.038865213,0.03891177,0.042728651,0.042674033,1,1,544.6736172,528.7226554,515.0626159,507.8449084,5329.230048,529.207841,42.8,0.039292926
0.039292926,0.039338936,0.042813935,0.042758997,1,1,544.6736172,528.7226554,515.0626159,507.8449084,5329.230048,529.207841,43.06666667,0.039721489
0.039721489,0.039766947,0.042898395,0.042843141,1,1,544.6736172,528.7226554,515.0626159,507.8449084,5329.230048,529.207841,43.33333333,0.040150891
0.040150891,0.040195796,0.042982043,0.042926479,1,1,544.6736172,528.7226554,515.0626159,507.8449084,5329.230048,529.207841,43.6,0.040581127
0.040581127,0.040625474,0.043064881,0.04300901,1,1,544.6736172,528.7226554,515.0626159,507.8449084,5329.230048,529.207841,43.86666667,0.041012186
0.041012186,0.041055974,0.043146908,0.043090715,1,1,544.6736172,528.7226554,515.0626159,507.8449084,5329.230048,529.207841,44.13333333,0.041444062
0.041444062,0.041487286,0.043228128,0.043171597,1,1,544.6736172,528.7226554,515.0626159,507.8449084,5329.230048,529.207841,44.4,0.041876746
0.041876746,0.041919403,0.04330856,0.043251692,1,1,544.6736172,528.7226554,515.0626159,507.8449084,5329.230048,529.207841,44.66666667,0.042310231
0.042310231,0.042352317,0.043388219,0.043331021,1,1,544.6736172,528.7226554,515.0626159,507.8449084,5329.230048,529.207841,44.93333333,0.042744508
0.042744508,0.042786021,0.04346711,0.043409589,1,1,544.6736172,528.7226554,515.0626159,507.8449084,5329.230048,529.207841,45.2,0.04317957
0.04317957,0.043220506,0.043545232,0.043487383,1,1,544.6736172,528.7226554,515.0626159,507.8449084,5329.230048,529.207841,45.46666667,0.04361541
0.04361541,0.043655766,0.04362258,0.04356439,1,1,544.6736172,528.7226554,515.0626159,507.8449084,5329.230048,529.207841,45.73333333,0.044052019
0.044052019,0.044091792,0.043699173,0.04364064,1,1,544.6736172,528.7226554,515.0626159,507.8449084,5329.230048,529.207841,46,0.044489391
0.044489391,0.044528576,0.043775028,0.043716156,1,1,544.6736172,528.7226554,515.0626159,507.8449084,5329.230048,529.207841,46.26666667,0.044927518
0.044927518,0.044966112,0.043850155,0.04379095,1,1,544.6736172,528.7226554,515.0626159,507.8449084,5329.230048,529.207841,46.53333333,0.045366392
0.045366392,0.045404393,0.043924552,0.043865017,1,1,544.6736172,528.7226554,515.0626159,507.8449084,5329.230048,529.207841,46.8,0.045806006
0.045806006,0.04584341,0.043998214,0.043938341,1,1,544.6736172,528.7226554,515.0626159,507.8449084,5329.230048,529.207841,47.06666667,0.046246354
0.046246354,0.046283157,0.04407115,0.044010936,1,1,544.6736172,528.7226554,515.0626159,507.8449084,5329.230048,529.207841,47.33333333,0.046687427
0.046687427,0.046723627,0.04414338,0.044082828,1,1,544.6736172,528.7226554,515.0626159,507.8449084,5329.230048,529.207841,47.6,0.047129219
0.047129219,0.047164811,0.044214916,0.044154031,1,1,544.6736172,528.7226554,515.0626159,507.8449084,5329.230048,529.207841,47.86666667,0.047571723
0.047571723,0.047606705,0.044285763,0.044224547,1,1,544.6736172,528.7226554,515.0626159,507.8449084,5329.230048,529.207841,48.13333333,0.048014932
0.048014932,0.0480493,0.044355912,0.044294365,1,1,544.6736172,528.7226554,515.0626159,507.8449084,5329.230048,529.207841,48.4,0.048458839
0.048458839,0.04849259,0.044425348,0.044363464,1,1,544.6736172,528.7226554,515.0626159,507.8449084,5329.230048,529.207841,48.66666667,0.048903437
0.048903437,0.048936567,0.044494103,0.044431883,1,1,544.6736172,528.7226554,515.0626159,507.8449084,5329.230048,529.207841,48.93333333,0.049348719
0.049348719,0.049381225,0.044562206,0.044499656,1,1,544.6736172,528.7226554,515.0626159,507.8449084,5329.230048,529.207841,49.2,0.049794679
0.049794679,0.049826558,0.044629673,0.0445668,1,1,544.6736172,528.7226554,515.0626159,507.8449084,5329.230048,529.207841,49.46666667,0.05024131
0.05024131,0.050272559,0.0446965,0.044633307,1,1,544.6736172,528.7226554,515.0626159,507.8449084,5329.230048,529.207841,49.73333333,0.050688606
0.050688606,0.050719222,0.044762667,0.044699154,1,1,544.6736172,528.7226554,515.0626159,507.8449084,5329.230048,529.207841,50,0.051128352
0.051128352,0.051158199,0.042907742,0.042811439,1,1,544.6736172,528.7226554,515.0626159,507.8449084,5329.230048,529.207841,49,0.05154603
0.05154603,0.05157471,0.040630008,0.040493243,1,1,544.6736172,528.7226554,515.0626159,507.8449084,5329.230048,529.207841,48,0.051941017
0.051941017,0.051968141,0.038370789,0.038196972,1,1,544.6736172,528.7226554,515.0626159,507.8449084,5329.230048,529.207841,47,0.052313515
0.052313515,0.052338729,0.036132211,0.035924569,1,1,544.6736172,528.7226554,515.0626159,507.8449084,5329.230048,529.207841,46,0.05266373
0.05266373,0.052686711,0.033914187,0.033675724,1,1,544.6736172,528.7226554,515.0626159,507.8449084,5329.230048,529.207841,45,0.052991867
0.052991867,0.053012321,0.031716591,0.031450083,1,1,544.6736172,528.7226554,515.0626159,507.8449084,5329.230048,529.207841,44,0.053298129
0.053298129,0.053315789,0.029539329,0.029247396,1,1,544.6736172,528.7226554,515.0626159,507.8449084,5329.230048,529.207841,43,0.05358272
0.05358272,0.053597344,0.027382207,0.027067177,1,1,544.6736172,528.7226554,515.0626159,507.8449084,5329.230048,529.207841,42,0.053845841
0.053845841,0.053857208,0.025245256,0.024909508,1,1,544.6736172,528.7226554,515.0626159,507.8449084,5329.230048,529.207841,41,0.054087691
0.054087691,0.054095604,0.023128118,0.022773562,1,1,544.6736172,528.7226554,515.0626159,507.8449084,5329.230048,529.207841,40,0.054308469
0.054308469,0.054312752,0.021030793,0.02065938,1,1,544.6736172,528.7226554,515.0626159,507.8449084,5329.230048,529.207841,39,0.054508374
0.054508374,0.054508867,0.018953305,0.018567015,1,1,544.6736172,528.7226554,515.0626159,507.8449084,5329.230048,529.207841,38,0.0546876
0.0546876,0.054684162,0.016895326,0.016495775,1,1,544.6736172,528.7226554,515.0626159,507.8449084,5329.230048,529.207841,37,0.054846343
0.054846343,0.054838849,0.014856499,0.01444504,1,1,544.6736172,528.7226554,515.0626159,507.8449084,5329.230048,529.207841,36,0.054984795
0.054984795,0.054973134,0.0128372,0.012415459,1,1,544.6736172,528.7226554,515.0626159,507.8449084,5329.230048,529.207841,35,0.055103151
0.055103151,0.055087226,0.010837037,0.01040641,1,1,544.6736172,528.7226554,515.0626159,507.8449084,5329.230048,529.207841,34,0.055201599
0.055201599,0.055181329,0.008855743,0.008417407,1,1,544.6736172,528.7226554,515.0626159,507.8449084,5329.230048,529.207841,33,0.055280328
0.055280328,0.05525564,0.006893201,0.006448042,1,1,544.6736172,528.7226554,515.0626159,507.8449084,5329.230048,529.207841,32,0.055339526
0.055339526,0.055310359,0.004949501,0.004499011,1,1,544.6736172,528.7226554,515.0626159,507.8449084,5329.230048,529.207841,31,0.055379379
0.055379379,0.055345682,0.003024091,0.002568785,1,1,544.6736172,528.7226554,515.0626159,507.8449084,5329.230048,529.207841,30,0.05540007
0.05540007,0.0553618,0.001117133,0.000658124,1,1,544.6736172,528.7226554,515.0626159,507.8449084,5329.230048,529.207841,29,0.055401782
0.055401782,0.055358908,-0.000771584,-0.001233418,1,1,544.6736172,528.7226554,515.0626159,507.8449084,5329.230048,529.207841,28,0.055384698
0.055384698,0.055337193,-0.002642325,-0.003106408,1,1,544.6736172,528.7226554,515.0626159,507.8449084,5329.230048,529.207841,27,0.055348996
0.055348996,0.055296843,-0.004495088,-0.004960485,1,1,544.6736172,528.7226554,515.0626159,507.8449084,5329.230048,529.207841,26,0.055294855
0.055294855,0.055238044,-0.006330092,-0.006796263,1,1,544.6736172,528.7226554,515.0626159,507.8449084,5329.230048,529.207841,25,0.055222453
0.055222453,0.055160979,-0.008147503,-0.008613772,1,1,544.6736172,528.7226554,515.0626159,507.8449084,5329.230048,529.207841,24,0.055131963
0.055131963,0.055065829,-0.009947441,-0.010413249,1,1,544.6736172,528.7226554,515.0626159,507.8449084,5329.230048,529.207841,23,0.055023562
0.055023562,0.054952773,-0.01173006,-0.012194898,1,1,544.6736172,528.7226554,515.0626159,507.8449084,5329.230048,529.207841,22,0.054897419
0.054897419,0.05482199,-0.013495548,-0.0139589,1,1,544.6736172,528.7226554,515.0626159,507.8449084,5329.230048,529.207841,21,0.054753707
0.054753707,0.054673653,-0.015244013,-0.015705492,1,1,544.6736172,528.7226554,515.0626159,507.8449084,5329.230048,529.207841,20,0.054592595
0.054592595,0.054507938,-0.016975634,-0.017434773,1,1,544.6736172,528.7226554,515.0626159,507.8449084,5329.230048,529.207841,19,0.05441425
0.05441425,0.054325015,-0.018690557,-0.019147026,1,1,544.6736172,528.7226554,515.0626159,507.8449084,5329.230048,529.207841,18,0.054218839
0.054218839,0.054125053,-0.020388927,-0.020842382,1,1,544.6736172,528.7226554,515.0626159,507.8449084,5329.230048,529.207841,17,0.054006527
0.054006527,0.053908223,-0.022070882,-0.022520944,1,1,544.6736172,528.7226554,515.0626159,507.8449084,5329.230048,529.207841,16,0.053777476
0.053777476,0.053674689,-0.023736606,-0.024183082,1,1,544.6736172,528.7226554,515.0626159,507.8449084,5329.230048,529.207841,15,0.053531848
0.053531848,0.053424616,-0.025386222,-0.025828836,1,1,544.6736172,528.7226554,515.0626159,507.8449084,5329.230048,529.207841,14,0.053269804
0.053269804,0.053158167,-0.027019857,-0.027458273,1,1,544.6736172,528.7226554,515.0626159,507.8449084,5329.230048,529.207841,13,0.052991504
0.052991504,0.052875503,-0.028637705,-0.029071812,1,1,544.6736172,528.7226554,515.0626159,507.8449084,5329.230048,529.207841,12,0.052697103
0.052697103,0.052576783,-0.03023989,-0.030669499,1,1,544.6736172,528.7226554,515.0626159,507.8449084,5329.230048,529.207841,11,0.052386758
0.052386758,0.052262166,-0.031826527,-0.032251344,1,1,544.6736172,528.7226554,515.0626159,507.8449084,5329.230048,529.207841,10,0.052060623
0.052060623,0.051931808,-0.033397809,-0.033817763,1,1,544.6736172,528.7226554,515.0626159,507.8449084,5329.230048,529.207841,9,0.051718852
0.051718852,0.051585862,-0.034953864,-0.035368835,1,1,544.6736172,528.7226554,515.0626159,507.8449084,5329.230048,529.207841,8,0.051361596
0.051361596,0.051224483,-0.036494797,-0.036904548,1,1,544.6736172,528.7226554,515.0626159,507.8449084,5329.230048,529.207841,7,0.050989006
0.050989006,0.050847821,-0.038020802,-0.038425277,1,1,544.6736172,528.7226554,515.0626159,507.8449084,5329.230048,529.207841,6,0.05060123
0.05060123,0.050456027,-0.039532009,-0.039931138,1,1,544.6736172,528.7226554,515.0626159,507.8449084,5329.230048,529.207841,5,0.050198415
0.050198415,0.050049248,-0.041028515,-0.04142213,1,1,544.6736172,528.7226554,515.0626159,507.8449084,5329.230048,529.207841,4,0.049780708
0.049780708,0.049627632,-0.042510513,-0.042898574,1,1,544.6736172,528.7226554,515.0626159,507.8449084,5329.230048,529.207841,3,0.049348253
0.049348253,0.049191325,-0.043978106,-0.044360529,1,1,544.6736172,528.7226554,515.0626159,507.8449084,5329.230048,529.207841,2,0.048901193
0.048901193,0.04874047,-0.045431433,-0.045808143,1,1,544.6736172,528.7226554,515.0626159,507.8449084,5329.230048,529.207841,1,0.048439671
